"Data file recorded 2020/12/8  11:40:17"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
116.000,  7.223,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  1.000,-13.000,  2.000, -1.000,  0.000, 77.000, 80.000, 68.000, 20.000, 29.000,196.390, 89.000,-14.000,  3.000,-995.000
117.000,  7.324,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  3.000, -1.000,  0.000, 77.000, 80.000, 68.000, 20.000, 29.000,196.300, 89.000,-28.000,-12.000,-973.000
118.000,  7.426,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  3.000, -1.000,  0.000, 77.000, 80.000, 68.000, 20.000, 29.000,196.350, 89.000, -2.000,-49.000,-1018.000
119.000,  7.529,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  3.000, -1.000,  0.000, 77.000, 80.000, 68.000, 20.000, 29.000,196.290, 89.000,-35.000, 30.000,-950.000
120.000,  7.631,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  3.000,  0.000,  0.000, 77.000, 80.000, 68.000, 20.000, 29.000,196.280, 89.000, -8.000, 22.000,-984.000
121.000,  7.733,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  2.000,  0.000,  0.000, 77.000, 80.000, 68.000, 20.000, 29.000,196.300, 90.000, -8.000,  9.000,-987.000
122.000,  7.835,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  2.000,  0.000,  0.000, 77.000, 80.000, 67.000, 20.000, 29.000,196.280, 90.000,-10.000,-19.000,-1015.000
123.000,  7.938,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.470, 90.000,-40.000, 28.000,-959.000
124.000,  8.039,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.320, 90.000,-18.000,-23.000,-1012.000
125.000,  8.141,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.310, 90.000,-24.000,-17.000,-998.000
126.000,  8.243,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.360, 90.000,-34.000,-16.000,-1012.000
127.000,  8.346,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.480, 90.000,-34.000, -6.000,-1003.000
128.000,  8.447,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.400, 90.000,-33.000, 14.000,-978.000
129.000,  8.549,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 68.000, 20.000, 29.000,196.330, 90.000,-30.000,-37.000,-1006.000
130.000,  8.651,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.390, 90.000,-21.000, 40.000,-953.000
131.000,  8.707,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 68.000, 20.000, 29.000,196.440, 91.000,-39.000,-26.000,-1019.000
132.000,  8.808,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.390, 91.000, -7.000, 14.000,-985.000
133.000,  8.907,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.430, 91.000,-45.000,  5.000,-1021.000
134.000,  9.012,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.540, 91.000,-27.000, 36.000,-973.000
135.000,  9.111,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 68.000, 20.000, 29.000,196.370, 91.000,-40.000, 26.000,-971.000
136.000,  9.215,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 68.000, 20.000, 29.000,196.490, 91.000,-50.000,-31.000,-996.000
137.000,  9.327,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 68.000, 20.000, 29.000,196.460, 91.000,-31.000, 40.000,-999.000
138.000,  9.417,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.490, 91.000,-27.000,  2.000,-994.000
139.000,  9.522,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.360, 91.000,-43.000,-16.000,-1007.000
140.000,  9.626,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.410, 91.000,-47.000, -8.000,-1012.000
141.000,  9.725,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 67.000, 20.000, 29.000,196.410, 92.000,-34.000, -1.000,-998.000
142.000,  9.828,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 66.000, 20.000, 29.000,196.410, 92.000,-30.000, 18.000,-982.000
143.000,  9.926,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 67.000, 20.000, 29.000,196.490, 92.000,-54.000,  0.000,-1017.000
144.000, 10.029,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.390, 92.000,-36.000,-13.000,-1019.000
145.000, 10.131,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.370, 92.000,-51.000,-14.000,-1023.000
146.000, 10.233,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.310, 92.000,-57.000,  6.000,-998.000
147.000, 10.335,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.460, 92.000,-45.000,  7.000,-1029.000
148.000, 10.437,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.380, 92.000,-30.000, 27.000,-979.000
149.000, 10.538,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.500, 92.000,-35.000,  9.000,-986.000
150.000, 10.641,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.450, 93.000,-48.000,-30.000,-986.000
151.000, 10.742,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.520, 93.000,-41.000,-26.000,-1007.000
152.000, 10.859,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 79.000, 66.000, 20.000, 29.000,196.450, 93.000,-36.000,-20.000,-1001.000
153.000, 10.947,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 65.000, 20.000, 29.000,196.570, 93.000,-34.000, -2.000,-990.000
154.000, 11.048,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 65.000, 20.000, 29.000,196.250, 93.000,-50.000,  1.000,-994.000
155.000, 11.151,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 65.000, 20.000, 29.000,196.500, 93.000,-61.000, -3.000,-1043.000
156.000, 11.254,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 65.000, 20.000, 29.000,196.440, 93.000,-72.000, -2.000,-1030.000
157.000, 11.354,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 65.000, 20.000, 29.000,196.380, 93.000,-44.000,  3.000,-988.000
158.000, 11.456,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 64.000, 20.000, 29.000,196.360, 93.000,-57.000, -7.000,-982.000
159.000, 11.558,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 64.000, 20.000, 29.000,196.430, 93.000,-38.000,-19.000,-950.000
160.000, 11.661,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  0.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 64.000, 20.000, 29.000,196.360, 94.000,-59.000,  6.000,-1009.000
161.000, 11.762,  0.000,  0.000,  0.000,  0.000,  0.000, -2.000,  1.000,-13.000,  2.000, -1.000,  0.000, 78.000, 80.000, 64.000, 20.000, 29.000,196.390, 94.000,-39.000,-38.000,-1008.000
162.000, 11.867,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  1.000,-13.000,  2.000,  0.000,  0.000, 78.000, 80.000, 64.000, 20.000, 29.000,196.470, 94.000,-27.000, -1.000,-997.000
163.000, 11.967,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 77.000, 80.000, 64.000, 20.000, 29.000,196.510, 94.000,-44.000, 42.000,-965.000
164.000, 12.071,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 77.000, 80.000, 64.000, 20.000, 29.000,196.380, 94.000,-26.000, -5.000,-977.000
165.000, 12.171,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-12.000,  2.000,  0.000,  0.000, 77.000, 80.000, 63.000, 20.000, 29.000,196.470, 94.000,-17.000, 55.000,-946.000
166.000, 12.272,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000, -1.000,-12.000,  2.000,  0.000,  0.000, 77.000, 80.000, 63.000, 20.000, 29.000,196.490, 94.000,-39.000, 20.000,-1027.000
167.000, 12.374,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000, -2.000,-12.000,  2.000,  0.000,  0.000, 77.000, 80.000, 63.000, 20.000, 29.000,196.520, 94.000,-36.000, 25.000,-1010.000
168.000, 12.425,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000, -1.000,-12.000,  2.000,  0.000,  0.000, 77.000, 80.000, 63.000, 20.000, 29.000,196.510, 94.000,-31.000, 24.000,-979.000
169.000, 12.527,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000, -1.000,-13.000,  2.000,  0.000,  0.000, 77.000, 80.000, 63.000, 20.000, 29.000,196.390, 94.000,-24.000,  4.000,-1004.000
170.000, 12.629,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000, -1.000,-13.000,  2.000,  0.000,  0.000, 77.000, 80.000, 63.000, 20.000, 28.000,196.410, 95.000,-33.000, 36.000,-1009.000
171.000, 12.731,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000, -1.000,-13.000,  2.000,  0.000,  0.000, 77.000, 80.000, 63.000, 20.000, 28.000,196.390, 95.000,-40.000, 24.000,-983.000
172.000, 12.837,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 77.000, 80.000, 62.000, 20.000, 28.000,196.510, 95.000, -8.000,-22.000,-979.000
173.000, 12.937,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-13.000,  2.000,  0.000,  0.000, 77.000, 79.000, 62.000, 20.000, 28.000,196.500, 95.000,-21.000,-24.000,-994.000
174.000, 13.046,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000, -1.000,-13.000,  2.000,  0.000,  0.000, 77.000, 79.000, 62.000, 20.000, 28.000,196.490, 95.000,-12.000,-26.000,-1032.000
175.000, 13.141,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,-12.000,  2.000, -1.000,  0.000, 77.000, 79.000, 61.000, 20.000, 28.000,196.580, 95.000,  5.000, 20.000,-988.000
176.000, 13.243,  0.000,  0.000,  0.000,  0.000,  0.000,  4.000,  3.000,-13.000, -2.000,  0.000,  2.000, 77.000, 79.000, 62.000, 20.000, 28.000,196.460, 95.000, 34.000, 22.000,-1186.000
177.000, 13.344,  0.000,  0.000,  0.000,  0.000,  0.000, -5.000,  1.000,-14.000, -1.000,  0.000,  1.000, 77.000, 79.000, 64.000, 10.000, 28.000,196.320, 95.000, 43.000, -1.000,-1146.000
178.000, 13.446,  0.000,  0.000,  0.000,  0.000,  0.000, -5.000,  0.000,-14.000,  0.000,  0.000,  0.000, 77.000, 79.000, 66.000, 10.000, 28.000,196.340, 95.000, 49.000,  4.000,-1093.000
179.000, 13.548,  0.000,  0.000,  0.000,  0.000,  0.000, -4.000,  0.000,-13.000,  0.000,  0.000,  0.000, 77.000, 79.000, 68.000, 20.000, 28.000,196.430, 95.000, 17.000, 14.000,-1033.000
